LIMIT_BAL_clean,SEX,EDUCATION,MARRIAGE,AGE,PAY_SEPT,PAY_AUG,PAY_JUL,PAY_JUN,PAY_MAY,PAY_APR,BILL_AMT_SEPT_clean,BILL_AMT_AUG_clean,BILL_AMT_JUL_clean,BILL_AMT_JUN_clean,BILL_AMT_MAY_clean,BILL_AMT_APR_clean,PAY_AMT_SEPT_clean,PAY_AMT_AUG_clean,PAY_AMT_JUL_clean,PAY_AMT_JUN_clean,PAY_AMT_MAY_clean,PAY_AMT_APR_clean
260000,1,4,1,40,0,0,0,0,0,0,18503.0,19616.0,20725.0,21807.0,21216.0,22331.0,3000.0,3000.0,3000,1000.0,2000.0,5000.0
180000,0,2,1,34,-1,-1,-1,-1,-1,-1,9819.229682082529,1023.9007271494412,7498.446006163635,23173.82663657868,1238.5512105169876,2323.186601958208,220.1408127814032,7498.446006163635,23173,220.1408127814032,1304.7762042226232,220.1408127814032
170000,0,2,1,33,-1,-1,-1,-1,-1,-1,263.0,641.0,0.0,638.0,0.0,362.0,641.0,0.0,638,0.0,362.0,1079.0
130000,0,3,1,45,1,-1,2,-1,-1,-1,0.0,780.0,390.0,540.0,11040.0,953.0,780.0,0.0,540,11040.0,953.0,9622.0
80000,1,1,2,31,0,0,0,0,0,0,46516.0,30122.0,24099.0,7764.0,4804.0,10221.0,15029.0,5048.0,229,303.0,6018.0,500.0
50000,1,2,1,43,0,1,0,0,0,0,16409.921606222902,16583.803985878483,17983.359214281503,19357.18168704476,20257.28573124501,22748.091278346223,601.3891677276634,1674.1888505831394,1679,1387.343587912099,2991.1442242726994,477.9189482800636
30000,0,1,2,23,0,0,0,0,0,0,17462.0,27086.0,28299.0,29585.0,27952.0,29790.0,10000.0,2013.0,3016,759.0,2042.0,3705.0
500000,0,2,2,33,-2,-1,0,0,-2,-2,11058.0,18578.0,84087.0,50058.0,35036.0,4757.0,18641.0,75207.0,5100,5089.0,118.0,1647.0
200000,1,1,1,31,2,2,2,2,2,2,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.0,0.0,0,0.0,0.0,0.0
250000,0,2,2,24,2,0,0,0,0,0,69770.0,70954.0,70681.0,69497.0,41367.0,17004.0,3562.0,1914.0,1517,2000.0,8001.0,295.0
80000,0,1,1,27,2,2,0,0,2,0,26047.36319107519,25986.045229928382,27165.53255291774,29243.446969532564,28962.29894020551,29576.022282477494,651.0650425046803,1914.891595825533,2642,434.0433616697868,1136.1702801391489,1391.4891595825534
200000,1,2,1,30,5,4,3,2,1,0,71149.90491552757,69677.57669401374,68099.64919592396,68686.6146892133,67696.78947124707,57224.11507124941,242.56830980670108,242.56830980670108,2181,155.42564450864373,2111.474388163901,1364.684839737983
150000,1,2,1,40,0,0,0,0,0,0,54021.0,55154.0,56280.0,57397.0,58599.0,60668.0,2003.0,2044.0,2054,2127.0,3044.0,3150.0
70000,1,1,1,30,0,0,2,1,1,2,17587.359252704653,20215.00234881488,19593.2444389506,22036.537414916704,22584.86033053448,22074.85400264306,2937.8954932139154,0.0,2803,1038.3240900252174,0.0,987.0822625884944
360000,1,1,2,35,1,-1,-1,-2,-2,-2,0.0,1010.0,0.0,0.0,0.0,0.0,1010.0,0.0,0,0.0,0.0,0.0
130000,0,1,2,38,0,0,2,0,0,0,9477.96895366631,12075.989268092331,11698.151399104352,9884.577999201449,10219.131084678327,12465.58259881659,2777.6926026510546,111.15369867447272,511,511.11536986744727,2444.3464930487125,511.11536986744727
330000,1,2,2,28,0,0,0,0,0,0,53260.0,37207.0,40560.0,41978.0,46728.0,40502.0,2000.0,4000.0,2000,5039.0,2164.0,2000.0
201034,0,1,1,47,-1,-1,1,1,-1,-1,-986.7943439015836,3100.690897630093,2695.949681702441,1499.016918522021,11912.54417492371,8765.851404955038,4404.316543820603,1524.184043001285,4,11982.540241844188,8800.817980059184,8255.698039974019
346768,1,1,1,37,0,0,-1,0,0,-1,24264.773420209152,13273.340475478082,29943.687555400564,12434.142762821311,12280.327548641637,26939.46312949651,676.8587937401735,29943.687555400564,1830,11280.528656473733,26939.46312949651,1821.1499546893845
50000,1,2,1,37,0,-1,-1,0,-1,-1,316.4815382460268,316.4815382460268,632.9630764920535,316.4815382460268,316.4815382460268,316.4815382460268,316.4815382460268,632.9630764920535,0,316.4815382460268,316.4815382460268,2400.9629621883223
90000,0,1,2,29,2,2,2,0,0,0,7052.0,9370.0,9078.0,10267.0,10350.0,10564.0,2605.0,0.0,1500,550.0,529.0,531.0
80000,1,2,2,28,0,0,0,0,0,0,49302.0,35916.0,25528.0,26034.0,26615.0,28173.0,1412.0,1425.0,931,1000.0,2000.0,2000.0
170000,0,2,1,29,0,0,0,0,0,0,56980.0,55889.0,51328.0,31541.0,47406.0,23062.0,3000.0,2236.0,2478,904.0,2546.0,2000.0
100000,1,2,2,29,1,-1,-1,-1,0,-1,0.0,4586.0,2476.0,7845.0,13164.0,671.0,4586.0,2863.0,7845,7000.0,671.0,671.0
100000,1,1,1,35,0,0,0,0,0,0,98803.0,101103.0,93566.0,90339.0,66222.0,66871.0,4035.0,4098.0,4213,3106.0,4000.0,4000.0
70000,1,2,1,40,0,0,0,0,0,0,5481.0,6495.0,7514.0,8582.0,9038.0,9490.0,1113.0,1132.0,1200,600.0,600.0,600.0
50000,1,3,2,30,3,2,1,1,1,0,27088.15265500819,26605.66216491469,27099.96519187426,27272.00111394484,26879.41747684036,27347.68909267585,429.3725604603515,1328.8361227926976,1002,276.9124227132273,1044.2738437251655,1361.6105648656328
210000,0,2,1,44,0,0,0,0,0,0,89755.0,90031.0,70660.0,71172.0,71844.0,69923.0,3600.0,3100.0,2900,2600.0,2700.0,4000.0
180000,0,2,1,39,0,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
20000,1,3,1,33,2,0,0,0,0,-2,20500.0,16237.0,20960.0,6914.0,1017.0,780.0,2191.0,1000.0,0,1017.0,780.0,6380.0
30000,0,2,2,25,1,1,1,1,0,0,30037.768384341285,26628.65747726525,28696.44494714753,22374.58766285679,17621.568765979893,17139.936005405358,164.52015732691189,3256.044862338952,205,63.13461037420245,95.01039085629168,0.0
80000,1,3,2,27,0,0,0,0,0,0,58323.0,60741.0,62813.0,65151.0,66568.0,70168.0,4000.0,3662.0,4000,2500.0,4509.0,2309.0
30000,1,2,1,36,2,0,0,0,0,0,27872.41685694846,27927.06875727164,28637.391722061577,29694.098306854907,30135.14930396326,29482.87337268243,1758.5434842660316,1467.0416152406924,1849,1159.4481374383404,975.025360435452,1018.896274876681
39921,1,1,2,23,0,0,0,0,0,0,30088.90997263621,30780.652946714144,13864.27152991512,10333.040426571177,7447.238911744125,7380.364623937869,1289.8490797655038,2008.5335950968215,324,413.0478999549046,267.3430448310256,274.83707315003426
80000,0,2,2,27,0,0,0,0,2,2,72991.0,75134.0,76083.0,81183.0,79906.0,75294.0,3320.0,2800.0,6400,2870.0,0.0,3150.0
20000,1,1,1,32,1,1,2,2,1,1,16169.143567418389,20345.713419036227,20134.568196462984,19289.85174082147,19983.758147002263,19834.011872716725,5083.152403529828,430.9497526963961,0,1241.2758159930586,246.0554929367502,2091.9682524967
192310,1,1,2,39,2,2,2,2,2,2,148273.83061181434,159034.72224006563,161465.13487639598,162404.1066482475,166488.2735146236,170426.06831038996,14653.477520600669,6461.391008240267,4998,6731.014986266222,6768.985013733778,6306.955041201335
180000,0,2,2,27,2,2,2,2,0,0,126195.0,127881.0,128491.0,124080.0,126154.0,130064.0,6000.0,4575.0,0,4600.0,6000.0,3100.0
350000,1,1,1,50,0,0,0,0,0,0,93676.0,91832.0,88719.0,87968.0,84596.0,82785.0,3240.0,5006.0,4014,3010.0,3043.0,5003.0
120000,1,1,2,25,0,0,1,0,0,0,108277.34971074328,110714.0341354698,109350.47670246074,96660.60519815554,86043.78530311007,73334.91573288577,7406.751833145514,5258.274390720391,3761,3709.9818847533743,3423.4111920498326,2292.5960540488177
204794,1,1,1,44,-1,-1,0,0,-1,-1,173.94997010060706,1567.478492166378,3318.637294639765,1825.4141929269367,7396.387078685502,10042.143561355131,2324.3379167407647,2626.324340936921,945,7440.838871904647,10062.444467516343,8628.807554942132
20000,1,3,1,45,0,0,2,2,2,2,10574.0,13097.0,12595.0,13157.0,12803.0,13851.0,3010.0,0.0,1070,0.0,1260.0,0.0
350000,0,1,2,24,2,2,0,0,2,0,86342.0,84103.0,86179.0,91608.0,86705.0,90208.0,0.0,3500.0,6800,0.0,5100.0,82619.04999999935
80000,0,3,1,32,0,0,0,0,0,0,58091.0,58247.0,59495.0,58832.0,57677.0,58066.0,2700.0,2800.0,2100,2181.0,2500.0,2300.0
120000,0,1,2,34,0,0,0,-1,-1,-1,8113.0,8796.0,12210.0,3095.0,0.0,2873.0,2000.0,5312.0,3095,0.0,2873.0,0.0
20000,0,1,1,47,0,0,0,2,0,0,13963.0,15227.0,17968.0,17382.0,18094.0,19399.0,1500.0,3000.0,0,1000.0,1600.0,0.0
30000,1,3,2,35,1,2,2,0,0,0,29147.0,30268.0,29505.0,29916.0,14330.0,29000.0,1900.0,0.0,1300,884.0,780.0,0.0
210000,0,2,2,29,0,0,0,0,0,0,86598.0,88304.0,90648.0,93164.0,94167.0,97672.0,4000.0,4000.0,4000,10000.0,5000.0,3000.0
120000,0,1,2,25,-1,-1,-1,-1,-1,-1,9642.0,12557.0,3938.0,1110.0,9848.0,3301.0,12557.0,3938.0,1110,9848.0,3301.0,0.0
180000,0,1,2,26,-1,-1,-1,-1,-1,-1,2049.0,0.0,351.0,631.0,13359.0,384.0,0.0,351.0,631,13359.0,384.0,487.0
50000,1,2,2,24,0,0,0,0,0,0,44193.0,44790.0,29397.0,29157.0,29765.0,29941.0,1806.0,1752.0,1168,1205.0,1207.0,1199.0
50000,1,1,2,29,2,2,2,0,0,-2,7881.0,10415.0,3997.0,1047.0,0.0,0.0,3000.0,0.0,1000,0.0,0.0,0.0
20000,1,3,2,24,0,0,0,0,0,0,9249.0,10439.0,11448.0,11561.0,12221.0,12865.0,1500.0,1487.0,600,1000.0,1000.0,1000.0
200000,0,2,1,29,0,0,0,0,0,0,118729.0,121398.0,125899.0,128933.0,129427.0,132338.0,4874.0,6690.0,7000,4500.0,5000.0,4682.0
50000,1,2,2,24,-1,-1,-1,-1,0,-1,2155.0,0.0,1978.0,14207.0,8602.0,7201.0,0.0,30300.0,14207,602.0,7201.0,383.0
290000,0,2,2,25,0,0,0,0,0,0,140615.0,142201.0,145676.0,144305.0,140375.0,142119.0,7003.0,7037.0,7019,6005.0,6006.0,6011.0
10000,1,2,1,25,1,2,2,2,0,0,4668.419504797981,5106.846142921239,5788.7618628221,6053.117467336309,6114.422707303263,6594.183260718472,663.1004372487614,836.8995627512386,442,223.1732167336636,665.2401748995046,390.55312928391135
196840,0,2,1,32,-1,-1,-1,-1,-1,0,-762.6460078215614,-816.4596531222878,-576.8065123974429,-2187.0691339522277,-2023.1199349216256,97671.08230019156,0.0,1794.8366667891291,292,228.0239207657894,65607.55999999991,3452.051700246784
10000,1,2,2,29,0,0,0,0,0,1,8135.807896214492,8724.232791080522,9221.844818169053,9788.884225905114,10038.885468795866,9766.290988850653,1289.8523121817598,1154.767208919479,1106,1155.8335221476923,24.734052305371996,387.12765489342144
50000,1,1,2,25,-1,3,2,0,0,-1,1304.0,978.0,652.0,326.0,0.0,1454.0,0.0,0.0,0,0.0,1454.0,0.0
50000,0,2,1,35,1,2,0,0,2,0,23538.36266202044,23429.272084564014,24270.62073302464,25836.33612430547,25531.49936095609,25714.02231603728,566.8062152735872,1327.2119847444396,2075,354.25388454599204,645.746115454008,1395.2413251713692
410000,1,1,1,38,-1,-1,-1,-1,-1,-1,10867.0,2719.0,0.0,11900.0,478.0,387.0,2719.0,0.0,11900,478.0,387.0,0.0
130000,0,3,2,32,0,0,0,0,0,2,119312.0,116259.0,103438.0,49319.0,91191.0,82168.0,20021.0,40354.0,20000,43608.0,103.0,10000.0
140000,0,1,2,25,0,0,0,0,0,0,23409.0,24725.0,26006.0,26771.0,28179.0,29746.0,2000.0,2000.0,1500,2000.0,2200.0,2000.0
30000,1,3,1,44,1,2,1,1,2,1,22451.634049070588,21803.36449650041,21642.34666817121,23690.41214834017,23052.473624971404,24579.57839015538,0.0,410.2679730808082,2487,0.0,2021.939008178431,1020.4259731316428
150000,0,1,2,24,0,-1,-1,-1,-1,-1,231.03355654559877,231.03355654559877,231.03355654559877,231.03355654559877,522.4057739072302,350.12301868250535,231.03355654559877,231.03355654559877,231,522.4057739072302,350.12301868250535,950.3339078525144
110000,1,1,2,29,1,0,0,0,1,0,77701.78194684345,79224.79649514334,81429.51675877818,86310.66794816389,84152.86605047606,86300.3404848153,3410.6843933894315,4078.431907338793,7148,118.89402917661393,3664.7048856681567,3140.6388009237216
80000,1,1,2,25,-1,-1,-1,-1,-1,-1,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390,390.0,390.0,390.0
300000,1,1,1,42,0,0,0,0,0,0,120151.0,89618.0,47857.0,48128.0,50332.0,23688.0,4229.0,5024.0,6012,5191.0,12139.0,82619.04999999935
50000,1,3,1,47,1,2,0,0,0,0,66978.0,65198.0,48951.0,17744.0,36230.0,37128.0,0.0,2600.0,635,657.0,750.0,501.0
60000,1,2,2,32,0,0,0,0,0,0,35160.60333350192,36218.40222233461,37220.0,38002.25658094587,38941.87155512848,38833.12738685622,1667.981127873153,1654.147008201201,1425,1567.683760251501,1441.502359015856,1189.8943074822296
160000,1,1,1,42,2,2,0,0,2,2,14137.0,13613.0,14634.0,16532.0,15969.0,17701.0,0.0,1247.0,2145,0.0,2000.0,0.0
270000,0,2,1,25,0,0,0,0,0,0,184560.0,178592.0,170225.0,156719.0,151716.0,153519.0,6061.0,6081.0,5072,5009.0,5254.0,4069.0
230000,1,1,1,56,0,0,0,0,0,0,38349.0,39154.0,39921.0,40828.0,37934.0,38889.0,1933.0,1700.0,1600,1340.0,1548.0,1844.0
120000,0,1,2,26,-1,-1,-1,-1,-1,-1,2897.0,481.0,721.0,444.0,710.0,1920.0,485.0,721.0,444,710.0,1920.0,0.0
30000,0,2,2,35,0,-1,0,-1,0,0,474.4743611816244,1116.9308660765455,896.4166547083274,918.986573104398,406.2398233976886,118.37451807614768,1119.0831300415666,462.1986864882312,918,0.0,0.0,0.0
150000,0,2,2,42,0,0,0,-2,-2,-1,97066.0,95040.0,0.0,0.0,0.0,217.0,2000.0,0.0,0,0.0,217.0,2972.0
50000,1,3,1,36,0,0,0,0,0,0,44917.0,46230.0,49319.0,50401.0,18919.0,19469.0,2061.0,4150.0,2232,750.0,929.0,611.0
20000,1,1,1,27,0,0,0,2,0,0,4065.290864605962,5070.984278997576,7193.635452614675,3694.421141445135,5136.949831112872,2798.414648661053,1137.7098868640026,2252.343152680184,0,3154.9993837528345,679.3961584186704,229.0830800262036
130000,0,2,1,33,1,2,0,0,0,0,97625.55183960233,95023.25938327656,97608.81944122052,94873.11092796868,93541.34593555948,93900.17320729065,0.0,4776.64410085914,3421,3455.328820171828,5106.576403436561,3723.35589914086
240000,1,1,1,60,2,0,0,0,0,0,184427.0,188583.0,191992.0,185383.0,179565.0,92788.0,7001.0,6180.0,6000,5951.0,5285.0,82619.04999999935
150000,1,2,2,34,0,0,0,0,0,0,135587.0,138473.0,141297.0,144605.0,148420.0,150500.0,4000.0,4000.0,4500,5000.0,3500.0,0.0
290000,0,1,2,31,-2,-2,-2,-2,-2,-2,5307.0,4739.0,11495.0,11214.0,4084.0,6348.0,4739.0,11527.0,15537,4873.0,26348.0,2306.0
50000,0,1,2,25,0,0,0,0,0,0,30587.0,30440.0,30367.0,30621.0,30150.0,30246.0,1800.0,1900.0,1800,1500.0,1450.0,1500.0
407124,1,1,1,43,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
212045,1,1,1,32,1,1,2,0,0,0,192166.57661803145,201091.6384877641,194146.3834575204,183529.1160087887,186522.03866959625,188519.41942994265,14086.293288603403,62.4424355615361,8193,8193.16755850069,8313.623054600645,21035.25911934846
50000,1,2,2,26,1,0,0,1,1,0,26049.93919038736,27097.076358223312,29423.091024681413,29719.743110314208,29153.034891972216,29892.92680077978,1469.268899818284,2800.552845569759,1073,79.03918940057065,1234.7059414914684,1156.4769900239294
190000,1,2,1,31,1,1,1,1,0,0,3858.045095289694,4296.644618275806,5069.361038245418,5796.570195267289,6755.4801426518325,8423.98906116676,1000.0,1001.1343201215562,1141,1141.790015194535,1792.1358377248116,1858.209984805465
30000,0,3,2,24,2,2,0,0,2,2,31073.0,30279.0,30428.0,30485.0,31012.0,30402.0,0.0,1500.0,2700,1300.0,0.0,1117.0
90000,0,1,1,29,0,0,0,0,0,0,45343.0,31228.0,29756.0,27751.0,20292.0,14937.0,2967.0,2007.0,1429,1092.0,412.0,263.0
50000,1,2,1,25,0,0,0,0,0,0,48989.33654547477,48837.27949510715,47262.79506945498,47660.67646817029,46811.859879209296,47488.92593791047,1923.2490928857371,2196.8132117402342,1975,1409.6084068133637,2000.0,2257.669211256183
80000,0,1,2,24,0,0,0,-2,-2,-2,30985.0,44300.0,0.0,0.0,0.0,0.0,14300.0,0.0,0,0.0,0.0,0.0
330000,0,2,2,27,0,0,0,0,0,0,237515.0,230471.0,233421.0,201240.0,186444.0,158521.0,11012.0,11012.0,6548,6497.0,6037.0,5141.0
80000,1,1,1,47,0,-1,-1,0,-1,-1,49735.0,25144.0,7905.0,7905.0,20616.0,7727.0,25144.0,8000.0,0,20616.0,7727.0,6191.0
200000,0,3,2,46,-2,-2,-2,-2,-2,-2,13929.0,2837.0,5892.0,2267.0,11679.0,0.0,2837.0,5892.0,2267,11679.0,0.0,0.0
68384,0,2,1,44,2,2,2,1,1,2,62370.22136521354,64278.935448193646,65159.374671866775,65367.16032016112,65998.11710647319,68231.47903498786,3437.257878535794,2515.2351679204057,2124,2484.7648320795943,3710.064760567824,670.7293781121082
230000,0,2,1,45,-1,-1,-1,-1,-1,-1,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416,416.0,416.0,572.0
110000,0,2,1,45,0,0,0,0,0,0,36267.0,37234.0,37341.0,38208.0,39121.0,39785.0,1587.0,1694.0,1561,1474.0,1370.0,1514.0
302136,0,1,2,31,0,0,0,0,0,0,301209.87041298224,303427.9260307606,280732.0069142397,251342.4084070548,232171.1488697066,231070.63945026105,12269.260307605897,9997.543896599484,9287,10812.865804995708,8545.496685423908,14404.088036914036
212952,1,2,1,47,2,0,0,0,0,0,215810.2633158504,214580.12227301096,198679.81749862916,117369.18444989492,120708.05409649549,111028.1948199844,5828.7824800808285,7035.861525878368,5648,6521.405459568805,7108.864355105659,5476.016168052446
250000,0,2,2,26,0,0,0,0,0,0,70522.0,72062.0,73511.0,75314.0,74172.0,71933.0,2667.0,2700.0,3000,5000.0,2800.0,1800.0
50000,1,1,2,26,2,2,2,2,2,2,34035.14956266414,33209.88915387991,34361.22414500124,34809.646247591554,35425.66607018517,36221.75112688304,16.57385268887606,1983.426147311124,1312,1487.569610483343,1513.259082151101,1487.569610483343
50000,1,3,2,36,0,0,2,2,2,2,22312.0,25349.0,26075.0,25358.0,27123.0,27509.0,3416.0,1425.0,0,2190.0,965.0,0.0
80000,1,1,1,37,0,-2,-2,-2,-2,-2,28.691187141626585,27.321507353458514,21.48234615126819,-21.62652297107536,-21.62652297107536,-21.62652297107536,27.46568417326569,43.757664811475706,0,0.0,0.0,43.10886912234355
140000,0,2,2,24,-1,-1,-2,-1,-1,-2,197.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,233,0.0,0.0,0.0
20000,1,2,1,26,1,1,0,0,0,0,19563.98783069137,18207.98402603868,19021.14977106984,19483.2996820125,19444.844904276382,19483.39745610001,301.09943396141466,1338.5480571068038,1160,713.6791592452219,792.8982161005531,804.8948963527461
460000,0,3,2,32,0,0,0,0,0,0,89747.0,89175.0,102350.0,134878.0,162715.0,203451.0,5000.0,15000.0,35000,30000.0,43451.0,20000.0
144622,1,1,2,27,0,0,0,0,0,0,139716.39922553094,140515.1576405239,198913.60632135335,137266.42527756662,104991.8636777268,109363.66965615762,7311.03024643998,6327.451144402618,6486,4000.0,7613.815784173209,924.412098575992
50000,1,2,2,34,1,0,0,1,0,0,47366.97642814518,49214.76294662034,49892.85659576224,31121.13900567485,29038.804229280147,29386.807223632804,2948.512453343133,3045.4921311519247,740,1109.3644646103137,1322.413836739746,1146.6938905770896
60000,0,2,2,27,0,0,0,2,2,2,27921.0,29954.0,33166.0,33528.0,32690.0,34661.0,2500.0,3700.0,1200,0.0,2500.0,2500.0
360000,0,2,1,28,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
50000,1,2,1,35,2,2,2,0,0,0,58175.0,56749.0,52792.0,50167.0,31778.0,32427.0,2600.0,0.0,1400,0.0,649.0,32100.0
280000,1,1,1,35,0,0,0,0,0,2,59188.0,146368.0,244092.0,210226.0,177595.0,153181.0,66522.17999999854,76651.01999999999,70000,50119.0,282.0,50436.0
80000,0,2,1,40,1,2,2,2,2,2,45806.59258125237,46791.70388337928,47425.51425424167,48292.63448963434,49341.70972114345,50525.82995653613,2015.012023539268,1699.759529214643,1950,1969.9759529214643,2150.1202353926783,1614.7715527539108
240000,0,3,2,50,0,0,0,0,0,0,223045.0,218120.0,221051.0,191997.0,196221.0,200058.0,9490.0,8163.0,6753,7197.0,7176.0,5265.0
230000,1,2,1,46,0,0,0,0,0,0,170354.0,131022.0,108061.0,87461.0,69221.0,57462.0,7200.0,3348.0,2510,5000.0,3500.0,6500.0
50000,1,2,1,39,0,0,0,0,0,0,39323.0,45625.0,38157.0,15966.0,15733.0,17703.0,7031.0,2013.0,3005,2007.0,5007.0,1003.0
160000,0,1,1,28,1,-1,0,0,0,-2,0.0,675.0415075753774,1379.109799976496,2114.905043233657,0.0,0.0,675.0415075753774,704.0682924011187,764,0.0,0.0,5506.902283043144
50000,1,2,2,25,0,2,2,0,0,0,11188.111505958292,11124.927345040534,10691.643143986925,10646.590608931048,15138.69877047513,429.8077614454737,279.5230277189387,0.0,237,4516.771958107518,429.8077614454737,228.551181487838
200000,0,2,2,46,-2,-2,-2,-2,-2,-2,430.0,430.0,430.0,5241.0,430.0,59415.0,430.0,430.0,5241,439.0,59415.0,1999.0
30000,0,2,2,35,2,2,0,0,0,0,25368.0,24662.0,26001.0,27012.0,27241.0,27812.0,0.0,1739.0,1750,975.0,1010.0,3226.0
170000,0,2,2,27,1,0,0,0,1,0,113264.66019382168,115146.72067943448,117199.57544251,120015.02274524936,119352.25352943724,120751.21615132276,4122.970300567021,5114.232452524895,6168,3081.253457983402,4328.822890148936,5000.0
60000,0,2,2,27,0,0,2,0,0,0,45373.0,49363.0,48308.0,51616.0,56416.0,21680.0,4747.0,0.0,5000,5000.0,0.0,23999.0
50000,0,3,2,63,2,2,2,2,0,0,51432.0,50316.0,50866.0,48194.0,47233.0,50224.0,0.0,3600.0,0,3000.0,5001.0,2000.0
100000,1,1,1,46,2,0,0,0,0,0,98482.0,89958.0,78533.0,75568.0,63637.0,50711.0,3517.0,2700.0,19782,2063.0,3000.0,1400.0
340000,0,2,2,25,-2,-2,-2,-2,-2,-2,-2.0,-2.0,466.0,-3.0,1292.0,586.0,0.0,468.0,0,649.0,1178.0,0.0
200000,1,2,1,30,0,0,0,0,0,0,143266.0,113676.0,116355.0,117802.0,116296.0,60792.0,6000.0,6000.0,5000,6000.0,3000.0,1611.0
200000,1,1,2,26,0,0,0,0,0,0,50124.0,51122.0,52533.0,52772.0,53441.0,22246.0,1830.0,2235.0,1447,1069.0,445.0,9332.0
20000,1,2,2,34,-2,-2,-2,-2,-2,-2,2199.0,1530.0,750.0,2280.0,1500.0,780.0,1530.0,750.0,1140,3000.0,780.0,0.0
20000,1,2,2,24,0,0,0,0,-2,-2,15940.0,19222.0,20650.0,0.0,0.0,0.0,3572.0,2000.0,0,0.0,0.0,0.0
420000,0,1,1,45,2,0,0,0,0,0,350110.6799999999,337495.28,325030.38999999897,304997.27,285868.33,279505.05999999965,16272.0,17029.0,15514,15056.0,13707.0,14128.0
300000,0,2,1,33,-1,-1,-1,-1,0,-1,1496.0,1496.0,1496.0,2490.0,1996.0,1494.0,1500.0,1500.0,2494,1006.0,1498.0,2003.0
130000,0,2,2,26,2,0,0,0,0,0,130535.0,127155.0,126264.0,128318.0,96428.0,98156.0,6000.0,5200.0,5000,3500.0,3622.0,3920.0
440000,0,1,1,54,0,0,0,0,0,0,293717.0,254498.0,169622.0,169140.0,152404.0,138447.0,9700.0,6323.0,5700,4800.0,4000.0,4500.0
260000,0,2,1,44,1,-1,-1,-1,-1,-1,-6.0,1100.0,2527.0,1698.0,0.0,5062.0,1106.0,2527.0,1698,0.0,5062.0,0.0
50000,0,2,3,39,0,0,0,0,0,0,49005.0,49407.0,45881.0,45784.0,50072.0,49112.0,6000.0,5000.0,5000,8000.0,4000.0,4000.0
200000,1,2,1,44,3,2,2,2,2,2,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.0,0.0,0,0.0,0.0,0.0
30000,0,2,1,41,0,0,0,0,-1,0,10428.345286042706,3565.9988669439617,3969.668530647032,2959.6278772154837,12522.86217692082,9890.128202195225,1398.2930820334948,2741.4941564182577,1398,12522.86217692082,372.50527705372303,1820.90119401504
260000,0,2,2,29,-1,-1,-1,-1,-1,-1,1267.0,553.0,0.0,202.0,11990.0,3359.0,553.0,0.0,202,11990.0,3359.0,1035.0
200000,0,1,2,40,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
170000,0,3,2,53,0,0,0,0,0,0,161858.0,162402.0,159863.0,159700.0,77043.0,77047.0,5800.0,6500.0,5000,3000.0,3000.0,2500.0
50000,0,2,1,23,0,0,0,0,0,0,49103.0,44351.0,38726.0,28598.0,29277.0,27310.0,1800.0,2128.0,1000,1100.0,1000.0,999.0
50000,1,3,1,51,-1,-1,0,0,0,0,636.0,2228.0,3287.0,4843.0,6379.0,6878.0,4600.0,1500.0,2000,2000.0,1000.0,3000.0
330000,0,3,1,27,-1,-1,-1,-1,0,0,7098.0,4863.0,906.0,46353.0,2175.0,30824.0,4885.0,906.0,46789,10.0,30824.0,6269.0
30000,0,2,2,22,0,0,2,0,0,0,23892.0,28459.0,25499.0,25778.0,28708.0,30520.0,5300.0,0.0,1000,3352.0,2300.0,0.0
30000,0,2,1,27,0,0,2,0,0,0,27347.0,31402.0,30047.0,30869.0,29403.0,29831.0,5500.0,0.0,3000,998.0,3000.0,3000.0
130000,0,2,2,34,0,0,-2,-2,-1,-1,42063.0,0.0,0.0,0.0,150.0,1000.0,0.0,0.0,0,150.0,1000.0,0.0
340000,1,1,1,43,-2,-2,-2,-2,-2,-2,185.0,4418.0,0.0,3931.0,2295.0,0.0,4418.0,0.0,3931,2295.0,0.0,2254.0
360000,0,3,1,40,0,0,0,0,0,0,44518.0,46285.0,37917.0,36502.0,31715.0,4857.0,8061.0,5043.0,8160,10069.0,2023.0,8669.0
80000,0,2,1,54,2,2,2,2,2,2,48298.0,49402.0,50416.0,51293.0,50170.0,53391.0,2200.0,2100.0,2000,0.0,4200.0,2100.0
23005,1,1,2,38,0,0,0,0,0,0,19744.02963662274,20232.75919034504,22338.392009294126,17457.12759548048,19199.2394981987,2013.4774663650967,1110.7045504421892,2841.2096865390668,851,5850.94522859941,2050.1462603487576,38906.11679876291
50000,0,2,1,28,0,0,0,0,0,0,15314.0,16327.0,17366.0,18325.0,17365.0,17964.0,1269.0,1308.0,1267,605.0,862.0,1000.0
